#! FIELDS phi metad.bias der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  57
#! SET periodic_phi true
   -3.141592654  107.934426801   48.569992958
   -3.031361332  112.757314352   38.774572849
   -2.921130011  116.438778005   28.000376947
   -2.810898690  118.921819608   17.293719934
   -2.700667369  120.286431530    7.669754857
   -2.590436048  120.692122848   -0.015332588
   -2.480204727  120.390008596   -5.177883381
   -2.369973405  119.666417399   -7.578437427
   -2.259742084  118.833571616   -7.264640712
   -2.149510763  118.163265577   -4.755730290
   -2.039279442  117.857256758   -0.818794010
   -1.929048121  118.005305936    3.432395832
   -1.818816799  118.596203180    6.928771729
   -1.708585478  119.481941487    8.680416689
   -1.598354157  120.423998222    7.953195439
   -1.488122836  121.129158943    4.517890516
   -1.377891515  121.313681909   -1.437453579
   -1.267660194  120.739323012   -9.174892583
   -1.157428872  119.250169723  -17.731581484
   -1.047197551  116.837013576  -25.890581480
   -0.936966230  113.589916048  -32.754477038
   -0.826734909  109.708522305  -37.441318218
   -0.716503588  105.453623202  -39.442309699
   -0.606272266  101.125316728  -38.748222245
   -0.496040945   97.018592121  -35.399060487
   -0.385809624   93.407003696  -29.699251601
   -0.275578303   90.533643307  -22.008187787
   -0.165346982   88.593160029  -12.831801546
   -0.055115661   87.726219447   -2.616225818
    0.055115661   88.017445995    8.066458295
    0.165346982   89.479970346   18.521536715
    0.275578303   92.043437190   27.912007324
    0.385809624   95.541444915   35.350569732
    0.496040945   99.700492222   39.828896114
    0.606272266  104.139512043   40.503830099
    0.716503588  108.418907640   36.685541125
    0.826734909  112.025432214   28.246052459
    0.936966230  114.477493511   15.590759981
    1.047197551  115.344591646   -0.267838504
    1.157428872  114.357875587  -17.749816563
    1.267660194  111.447971970  -34.961812656
    1.377891515  106.751009124  -49.909682069
    1.488122836  100.603895657  -60.850769826
    1.598354157   93.551202939  -66.415950086
    1.708585478   86.206539172  -65.944746195
    1.818816799   79.248204785  -59.469687277
    1.929048121   73.303291563  -47.720724111
    2.039279442   68.897271281  -31.858964293
    2.149510763   66.384593445  -13.535298848
    2.259742084   65.947651483    5.469701606
    2.369973405   67.564855506   23.483251704
    2.480204727   71.038804912   39.026645228
    2.590436048   76.036912672   51.010020482
    2.700667369   82.126244835   58.725102849
    2.810898690   88.819934100   61.990874592
    2.921130011   95.642534920   61.005991962
    3.031361332  102.141380235   56.281580560
