#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654 -110.541639011  -53.566979506   17.770268390
   -2.951193099   -3.141592654 -119.008442184  -34.788874323   20.080490553
   -2.760793544   -3.141592654 -123.658513817  -14.339480185   21.511747256
   -2.570393989   -3.141592654 -124.694558132    2.375792251   22.223971360
   -2.379994435   -3.141592654 -123.198456203   11.957890440   22.635433337
   -2.189594880   -3.141592654 -120.613712090   14.070430919   23.312711374
   -1.999195325   -3.141592654 -118.137536993   11.500169798   24.758058098
   -1.808795770   -3.141592654 -116.241052745    8.761886820   27.165725959
   -1.618396215   -3.141592654 -114.540184759    9.961037074   30.258463200
   -1.427996661   -3.141592654 -112.069154892   16.887710347   33.325614696
   -1.237597106   -3.141592654 -107.806557342   28.337483993   35.477645651
   -1.047197551   -3.141592654 -101.198121412   40.797630746   35.966757454
   -0.856797996   -3.141592654  -92.446363194   50.131246493   34.433497797
   -0.666398442   -3.141592654  -82.497018542   52.906358575   30.923942497
   -0.475998887   -3.141592654  -72.801476294   47.359963019   25.776912642
   -0.285599332   -3.141592654  -64.971738107   33.428158799   19.452471646
   -0.095199777   -3.141592654  -60.463735311   12.964740508   12.451895504
    0.095199777   -3.141592654  -60.204204350  -10.420833237    5.285126810
    0.285599332   -3.141592654  -64.266315624  -31.459149241   -1.513445659
    0.475998887   -3.141592654  -71.637754674  -44.252886358   -7.385181736
    0.666398442   -3.141592654  -80.280655986  -44.299888078  -11.802872383
    0.856797996   -3.141592654  -87.609484944  -30.712418338  -14.382200996
    1.047197551   -3.141592654  -91.320711342   -7.294979941  -15.003473626
    1.237597106   -3.141592654  -90.221743861   18.432600824  -13.895515724
    1.427996661   -3.141592654  -84.684963937   38.010273087  -11.574850440
    1.618396215   -3.141592654  -76.533206864   45.194494014   -8.642416411
    1.808795770   -3.141592654  -68.394084801   37.936929615   -5.555621323
    1.999195325   -3.141592654  -62.862734894   18.483458890   -2.496316561
    2.189594880   -3.141592654  -61.792691621   -7.864576046    0.601596202
    2.379994435   -3.141592654  -65.877552101  -34.558185722    3.890283478
    2.570393989   -3.141592654  -74.582840862  -55.502000847    7.435730528
    2.760793544   -3.141592654  -86.365126409  -66.356033787   11.128017304
    2.951193099   -3.141592654  -99.084407278  -65.347896701   14.690074297

   -3.141592654   -2.792526803 -102.565078431  -49.278928704   26.567872986
   -2.951193099   -2.792526803 -110.409707427  -32.561786020   28.617523532
   -2.760793544   -2.792526803 -114.816554257  -13.934260471   29.465629253
   -2.570393989   -2.792526803 -115.893129634    1.707084239   29.419289305
   -2.379994435   -2.792526803 -114.541921201   11.302490455   29.036258634
   -2.189594880   -2.792526803 -111.990348662   14.542050681   28.961671929
   -1.999195325   -2.792526803 -109.254082144   13.827678552   29.688152839
   -1.808795770   -2.792526803 -106.733079077   12.916817659   31.317028492
   -1.618396215   -2.792526803 -104.133964254   15.025991843   33.435799940
   -1.427996661   -2.792526803 -100.734665374   21.293211957   35.216561095
   -1.237597106   -2.792526803  -95.833432246   30.386194755   35.726004886
   -1.047197551   -2.792526803  -89.166284406   39.234509059   34.274129410
   -0.856797996   -2.792526803  -81.102746629   44.466710419   30.661570544
   -0.666398442   -2.792526803  -72.605283746   43.441104336   25.167162538
   -0.475998887   -2.792526803  -65.007437332   34.979552619   18.398539703
   -0.285599332   -2.792526803  -59.716573360   19.378511873   11.065955483
   -0.095199777   -2.792526803  -57.933262568   -1.358484526    3.850159261
    0.095199777   -2.792526803  -60.315057964  -23.611817624   -2.678176369
    0.285599332   -2.792526803  -66.678760708  -42.247863637   -8.067184060
    0.475998887   -2.792526803  -75.796403578  -51.674445786  -11.977299976
    0.666398442   -2.792526803  -85.488421666  -47.854721893  -14.206104699
    0.856797996   -2.792526803  -93.129232917  -30.481971599  -14.724226615
    1.047197551   -2.792526803  -96.487865301   -3.956240266  -13.702256655
    1.237597106   -2.792526803  -94.542817502   23.795772628  -11.504280941
    1.427996661   -2.792526803  -87.885220376   44.261571243   -8.589236084
    1.618396215   -2.792526803  -78.527112677   51.535008983   -5.345847654
    1.808795770   -2.792526803  -69.197487498   44.109531071   -1.959796790
    1.999195325   -2.792526803  -62.492954585   24.696952547    1.606177923
    2.189594880   -2.792526803  -60.206600310   -1.250318207    5.509309631
    2.379994435   -2.792526803  -62.978024791  -27.387925531    9.843105167
    2.570393989   -2.792526803  -70.280686480  -48.024207624   14.498674888
    2.760793544   -2.792526803  -80.655721094  -59.192702339   19.146113140
    2.951193099   -2.792526803  -92.102148990  -59.289910559   23.318800637

   -3.141592654   -2.443460953  -93.799278801  -44.907060966   23.371568895
   -2.951193099   -2.443460953 -100.997100115  -30.144503156   24.970589989
   -2.760793544   -2.443460953 -105.112207079  -13.214956154   25.621848335
   -2.570393989   -2.443460953 -106.163254075    1.399582093   25.574739855
   -2.379994435   -2.443460953 -104.895878332   10.897472036   25.225106067
   -2.189594880   -2.443460953 -102.357938136   14.929191607   24.997423396
   -1.999195325   -2.443460953  -99.431084862   15.461466894   25.180522042
   -1.808795770   -2.443460953  -96.498545879   15.485461432   25.766371360
   -1.618396215   -2.443460953  -93.405904850   17.404981126   26.381772705
   -1.427996661   -2.443460953  -89.698208464   21.890846039   26.385759831
   -1.237597106   -2.443460953  -84.973815616   27.738078942   25.121138300
   -1.047197551   -2.443460953  -79.188809568   32.591043101   22.178745702
   -0.856797996   -2.443460953  -72.761837357   34.051755639   17.581358597
   -0.666398442   -2.443460953  -66.524399690   30.374540857   11.742689492
   -0.475998887   -2.443460953  -61.540591737   20.883651514    5.326698820
   -0.285599332   -2.443460953  -58.896972879    5.948425122   -0.972378574
   -0.095199777   -2.443460953  -59.495114876  -12.739549570   -6.567454018
    0.095199777   -2.443460953  -63.774663280  -32.060837037  -11.065100660
    0.285599332   -2.443460953  -71.436786793  -47.414948573  -14.265017365
    0.475998887   -2.443460953  -81.232109602  -53.667007196  -16.117684383
    0.666398442   -2.443460953  -91.033894409  -47.093708277  -16.687608030
    0.856797996   -2.443460953  -98.316061768  -27.566027332  -16.112209459
    1.047197551   -2.443460953 -100.969806438    0.436566404  -14.576724135
    1.237597106   -2.443460953  -98.100702891   29.020731592  -12.298923758
    1.427996661   -2.443460953  -90.410943336   49.825759341   -9.503048713
    1.618396215   -2.443460953  -79.980774306   57.225298471   -6.362574660
    1.808795770   -2.443460953  -69.550305312   50.013253730   -2.957282008
    1.999195325   -2.443460953  -61.680054906   31.081248730    0.718510212
    2.189594880   -2.443460953  -58.113275704    5.823211980    4.695621819
    2.379994435   -2.443460953  -59.474122965  -19.698892170    8.927578503
    2.570393989   -2.443460953  -65.284973510  -40.152012618   13.228160053
    2.760793544   -2.443460953  -74.195643682  -51.823341000   17.291147876
    2.951193099   -2.443460953  -84.343986550  -53.150668957   20.766781047

   -3.141592654   -2.094395102  -87.348600304  -41.347918841   13.643549096
   -2.951193099   -2.094395102  -93.994131574  -27.914301231   14.740897238
   -2.760793544   -2.094395102  -97.806041368  -12.240735891   15.343859872
   -2.570393989   -2.094395102  -98.770746529    1.398113825   15.531572471
   -2.379994435   -2.094395102  -97.562261484   10.368295128   15.420282927
   -2.189594880   -2.094395102  -95.137693126   14.332566735   15.127097660
   -1.999195325   -2.094395102  -92.311124277   15.002167744   14.701681638
   -1.808795770   -2.094395102  -89.471937877   14.872710539   14.054988463
