#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  57
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  31
#! SET periodic_psi true
   -3.141592654   -3.141592654   97.694520294   47.085657370  -14.965620781
   -3.031361332   -3.141592654  102.408105182   37.895389902  -16.027156108
   -2.921130011   -3.141592654  106.052753252   27.524470372  -16.832227522
   -2.810898690   -3.141592654  108.516809066   16.913853904  -17.378373132
   -2.700667369   -3.141592654  109.864961701    7.096065263  -17.715368309
   -2.590436048   -3.141592654  110.196047721   -1.248048387  -17.889063330
   -2.480204727   -3.141592654  109.725007408   -7.486510800  -17.968361316
   -2.369973405   -3.141592654  108.693193448  -11.405436944  -18.068610280
   -2.259742084   -3.141592654  107.357002482  -13.070341154  -18.301780898
   -2.149510763   -3.141592654  105.947416880  -12.856204783  -18.725693992
   -2.039279442   -3.141592654  104.611889237  -11.501318456  -19.427451799
   -1.929048121   -3.141592654  103.466753036   -9.697457211  -20.437211144
   -1.818816799   -3.141592654  102.485870142   -8.301393931  -21.756003375
   -1.708585478   -3.141592654  101.596786934   -8.018282495  -23.304594386
   -1.598354157   -3.141592654  100.651862976   -9.305308718  -25.030431690
   -1.488122836   -3.141592654   99.454012018  -12.302819508  -26.750872755
   -1.377891515   -3.141592654   97.830564417  -16.960641586  -28.347844603
   -1.267660194   -3.141592654   95.625295798  -22.869976127  -29.657819802
   -1.157428872   -3.141592654   92.718629713  -29.264357319  -30.523413868
   -1.047197551   -3.141592654   89.128662935  -35.524315129  -30.852876957
   -0.936966230   -3.141592654   84.886088830  -40.935268595  -30.576509783
   -0.826734909   -3.141592654   80.140956229  -44.811565098  -29.667515259
   -0.716503588   -3.141592654   75.087861518  -46.646609964  -28.093826048
   -0.606272266   -3.141592654   69.952851577  -46.069805858  -25.966793700
   -0.496040945   -3.141592654   65.014910510  -42.893910019  -23.326721905
   -0.385809624   -3.141592654   60.581776582  -37.265075910  -20.223953846
   -0.275578303   -3.141592654   56.907083056  -29.270478543  -16.735756211
   -0.165346982   -3.141592654   54.230930625  -19.236304294  -12.964782386
   -0.055115661   -3.141592654   52.736923503   -7.760029628   -8.992226648
    0.055115661   -3.141592654   52.536323311    4.475291276   -4.954416273
    0.165346982   -3.141592654   53.651050229   16.387342529   -0.980879611
    0.275578303   -3.141592654   56.015013847   26.905770712    2.779242786
    0.385809624   -3.141592654   59.425385710   35.142928412    6.223467632
    0.496040945   -3.141592654   63.572021067   40.067658751    9.242546401
    0.606272266   -3.141592654   68.057110788   41.028158283   11.721765339
    0.716503588   -3.141592654   72.420829338   37.792291980   13.583072224
    0.826734909   -3.141592654   76.215613736   30.588583833   14.781883321
    0.936966230   -3.141592654   79.015245608   20.092092991   15.294710948
    1.047197551   -3.141592654   80.529880807    7.350938917   15.184986787
    1.157428872   -3.141592654   80.595700294   -6.148597978   14.509009134
    1.267660194   -3.141592654   79.199799316  -18.872499833   13.368371356
    1.377891515   -3.141592654   76.520519419  -29.418504195   11.896145155
    1.488122836   -3.141592654   72.852015413  -36.603831786   10.230708686
    1.598354157   -3.141592654   68.623102394  -39.720612098    8.457726458
    1.708585478   -3.141592654   64.280535651  -38.471304176    6.709966820
    1.818816799   -3.141592654   60.318737074  -32.972643912    4.994157098
    1.929048121   -3.141592654   57.185972808  -23.823763847    3.304837413
    2.039279442   -3.141592654   55.210075358  -11.884366600    1.698238935
    2.149510763   -3.141592654   54.627513929    1.721522889    0.059292271
    2.259742084   -3.141592654   55.584002948   15.786549583   -1.614590726
    2.369973405   -3.141592654   58.071727507   29.268803953   -3.341212461
    2.480204727   -3.141592654   61.961315905   41.080426733   -5.127245340
    2.590436048   -3.141592654   67.031771964   50.381972328   -6.940975274
    2.700667369   -3.141592654   72.943827017   56.549106112   -8.740843823
    2.810898690   -3.141592654   79.359055683   59.198055775  -10.504497900
    2.921130011   -3.141592654   85.861945585   58.294231894  -12.146418654
    3.031361332   -3.141592654   92.090911090   54.125319889  -13.648456043

   -3.141592654   -2.938909257   94.378280926   45.322191815  -20.832649583
   -3.031361332   -2.938909257   98.930208604   36.627426178  -21.992450386
   -2.921130011   -2.938909257  102.453299166   26.742947905  -22.799180622
   -2.810898690   -2.938909257  104.868717379   16.579677092  -23.274213489
   -2.700667369   -2.938909257  106.187240758    7.016102058  -23.452273630
   -2.590436048   -2.938909257  106.526406488   -1.150718390  -23.453862175
   -2.480204727   -2.938909257  106.075347437   -7.347106738  -23.350956900
   -2.369973405   -2.938909257  105.047886514  -11.479001653  -23.216289494
   -2.259742084   -2.938909257  103.688366544  -13.502978663  -23.166966323
   -2.149510763   -2.938909257  102.204503694  -13.808854174  -23.351939940
   -2.039279442   -2.938909257  100.752161423  -12.998753610  -23.777583984
   -1.929048121   -2.938909257   99.398384623  -11.840616790  -24.502738500
   -1.818816799   -2.938909257   98.140336703  -11.026295089  -25.527007949
   -1.708585478   -2.938909257   96.929095828  -11.126559925  -26.781538067
   -1.598354157   -2.938909257   95.605657252  -12.547294466  -28.119294292
   -1.488122836   -2.938909257   94.043459953  -15.470501700  -29.446717369
   -1.377891515   -2.938909257   92.087729022  -19.766792675  -30.574182734
   -1.267660194   -2.938909257   89.601835626  -24.935718206  -31.334622343
   -1.157428872   -2.938909257   86.523226056  -30.348731357  -31.575853308
   -1.047197551   -2.938909257   82.869662950  -35.515344630  -31.211032968
   -0.936966230   -2.938909257   78.691464387  -39.641779757  -30.201534194
   -0.826734909   -2.938909257   74.165108847  -42.228999492  -28.532968745
   -0.716503588   -2.938909257   69.449315655  -42.859384967  -26.235650876
   -0.606272266   -2.938909257   64.794994295  -41.164607729  -23.378478370
   -0.496040945   -2.938909257   60.480747905  -37.047259730  -20.093054607
   -0.385809624   -2.938909257   56.742706701  -30.520005750  -16.480970510
   -0.275578303   -2.938909257   53.853468594  -21.894835190  -12.593281785
   -0.165346982   -2.938909257   52.006207876  -11.464222553   -8.558464450
   -0.055115661   -2.938909257   51.369660508    0.208113883   -4.546073855
    0.055115661   -2.938909257   52.040552073   12.221635243   -0.684467205
    0.165346982   -2.938909257   53.994139664   23.668926321    2.931919191
    0.275578303   -2.938909257   57.117580147   33.585326106    6.173423758
    0.385809624   -2.938909257   61.218621693   40.883074791    8.983012218
    0.496040945   -2.938909257   65.948715410   44.690368100   11.241303794
    0.606272266   -2.938909257   70.874534384   44.438104678   12.963594161
    0.716503588   -2.938909257   75.543571118   39.870681893   14.071927141
    0.826734909   -2.938909257   79.488512784   31.297180437   14.573909016
    0.936966230   -2.938909257   82.305488502   19.545420498   14.485976503
    1.047197551   -2.938909257   83.695102104    5.718578419   13.845036720
    1.157428872   -2.938909257   83.522540631   -8.648338314   12.789611415
    1.267660194   -2.938909257   81.816602221  -22.016339927   11.397772731
    1.377891515   -2.938909257   78.767027657  -32.890071478    9.771916326
    1.488122836   -2.938909257   74.709128751  -40.262250496    8.008901533
    1.598354157   -2.938909257   70.074830427  -43.318395846    6.220501623
    1.708585478   -2.938909257   65.331695857  -41.963349631    4.431087713
    1.818816799   -2.938909257   60.984608255  -36.377747108    2.638311859
    1.929048121   -2.938909257   57.481470325  -27.077956794    0.841669211
    2.039279442   -2.938909257   55.147077052  -15.042447863   -0.970225359
    2.149510763   -2.938909257   54.223797646   -1.503356063   -2.852494379
    2.259742084   -2.938909257   54.815546581   12.532248782   -4.840203812
    2.369973405   -2.938909257   56.956027192   25.940034523   -6.928643914
    2.480204727   -2.938909257   60.491993591   37.684595073   -9.105786928
    2.590436048   -2.938909257   65.192104434   47.032266720  -11.367642971
    2.700667369   -2.938909257   70.753953770   53.389969654  -13.592823811
    2.810898690   -2.938909257   76.823625305   56.255154876  -15.694021831
    2.921130011   -2.938909257   83.030557753   55.722549273  -17.641286541
    3.031361332   -2.938909257   88.984124340   51.917001041  -19.381189781

   -3.141592654   -2.736225860   90.117794201   43.099573494  -23.394451777
   -3.031361332   -2.736225860   94.461461980   35.009691600  -24.524223741
   -2.921130011   -2.736225860   97.837336276   25.691350382  -25.318464070
   -2.810898690   -2.736225860  100.166227691   16.040947656  -25.733068866
   -2.700667369   -2.736225860  101.458251624    6.949320194  -25.882460947
   -2.590436048   -2.736225860  101.798649194   -0.971785777  -25.781175000
   -2.480204727   -2.736225860  101.374581395   -7.068923274  -25.579721259
   -2.369973405   -2.736225860  100.394004931  -11.185091608  -25.361342111
   -2.259742084   -2.736225860   99.062792163  -13.442487464  -25.184083533
   -2.149510763   -2.736225860   97.566952411  -14.137830732  -25.155711378
   -2.039279442   -2.736225860   96.043658594  -13.826503688  -25.367464845
   -1.929048121   -2.736225860   94.556745072  -13.231361979  -25.847500993
   -1.818816799   -2.736225860   93.126105842  -12.853309347  -26.558073177
   -1.708585478   -2.736225860   91.672698296  -13.278074390  -27.419064121
   -1.598354157   -2.736225860   90.110489734  -14.842912089  -28.349110981
   -1.488122836   -2.736225860   88.300657666  -17.574177978  -29.188962499
   -1.377891515   -2.736225860   86.134307265  -21.361971755  -29.735647423
   -1.267660194   -2.736225860   83.509779543  -25.719374584  -29.866723467
   -1.157428872   -2.736225860   80.399350947  -30.128412651  -29.470443762
   -1.047197551   -2.736225860   76.838056813  -34.072893039  -28.453403492
   -0.936966230   -2.736225860   72.886734562  -36.967459063  -26.770716789
   -0.826734909   -2.736225860   68.725695036  -38.233690075  -24.491137513
   -0.716503588   -2.736225860   64.517358522  -37.758324852  -21.645595627
   -0.606272266   -2.736225860   60.498206901  -35.033341417  -18.322684035
   -0.496040945   -2.736225860   56.886669742  -30.191996307  -14.689228272
   -0.385809624   -2.736225860   53.951858209  -23.135000828  -10.846075491
   -0.275578303   -2.736225860   51.896939902  -14.175730213   -6.943079499
   -0.165346982   -2.736225860   50.899842268   -3.754301167   -3.067036108
   -0.055115661   -2.736225860   51.098576990    7.599341903    0.582393954
    0.055115661   -2.736225860   52.537204746   19.067045520    3.932532644
    0.165346982   -2.736225860   55.199157806   29.818822997    6.923236474
    0.275578303   -2.736225860   58.970646492   38.754205986    9.453156490
    0.385809624   -2.736225860   63.593694389   44.939048287   11.465350058
    0.496040945   -2.736225860   68.702858014   47.591000330   12.940949967
    0.606272266   -2.736225860   73.891369605   46.172784172   13.887117129
    0.716503588   -2.736225860   78.685796716   40.451540526   14.312745406
    0.826734909   -2.736225860   82.624596073   30.787654821   14.236878087
    0.936966230   -2.736225860   85.328027088   18.055769430   13.694818669
    1.047197551   -2.736225860   86.513491602    3.440207449   12.764220767
    1.157428872   -2.736225860   86.052934246  -11.514058904   11.522813207
    1.267660194   -2.736225860   84.010514068  -25.223197470   10.053609157
    1.377891515   -2.736225860   80.591091782  -36.328444527    8.437688617
    1.488122836   -2.736225860   76.147538654  -43.693246406    6.736511907
    1.598354157   -2.736225860   71.130557361  -46.735977840    4.994972392
    1.708585478   -2.736225860   66.017078117  -45.248080581    3.240897523
    1.818816799   -2.736225860   61.306599751  -39.627830229    1.488245248
    1.929048121   -2.736225860   57.428337097  -30.334772737   -0.329978472
    2.039279442   -2.736225860   54.724027998  -18.430099666   -2.227075047
    2.149510763   -2.736225860   53.436878784   -4.965475522   -4.266969715
    2.259742084   -2.736225860   53.652880301    8.876331983   -6.394985178
    2.369973405   -2.736225860   55.379707386   22.097216970   -8.646981964
    2.480204727   -2.736225860   58.482155978   33.720008475  -10.997766902
    2.590436048   -2.736225860   62.762913912   43.072157542  -13.367150390
    2.700667369   -2.736225860   67.902298597   49.521286710  -15.750885552
    2.810898690   -2.736225860   73.567323183   52.732752074  -18.019245491
    2.921130011   -2.736225860   79.386880472   52.511811627  -20.083247158
    3.031361332   -2.736225860   85.010973329   49.169842703  -21.888028383

   -3.141592654   -2.533542463   85.634645656   40.871541712  -22.453107299
   -3.031361332   -2.533542463   89.758137437   33.371843130  -23.478770236
   -2.921130011   -2.533542463   92.978145658   24.633983850  -24.178376001
   -2.810898690   -2.533542463   95.228672373   15.576491344  -24.590198781
   -2.700667369   -2.533542463   96.489338321    6.894544878  -24.741600515
   -2.590436048   -2.533542463   96.866128106   -0.613350722  -24.701535487
   -2.480204727   -2.533542463   96.486241444   -6.583131216  -24.502818183
   -2.369973405   -2.533542463   95.561051186  -10.709803556  -24.280472594
   -2.259742084   -2.533542463   94.289212596  -13.079017516  -24.105806603
   -2.149510763   -2.533542463   92.817218696  -14.054774462  -24.029573470
   -2.039279442   -2.533542463   91.267849558  -14.146745982  -24.151195423
   -1.929048121   -2.533542463   89.730629486  -13.904388490  -24.406868312
   -1.818816799   -2.533542463   88.193598146  -13.893557793  -24.812679129
   -1.708585478   -2.533542463   86.617718065  -14.534332641  -25.309292979
   -1.598354157   -2.533542463   84.916440116  -15.985615917  -25.769664589
   -1.488122836   -2.533542463   82.996468056  -18.464073136  -26.025197081
   -1.377891515   -2.533542463   80.763413178  -21.609044160  -25.957826673
   -1.267660194   -2.533542463   78.162476799  -25.149651747  -25.425765564
   -1.157428872   -2.533542463   75.180505288  -28.530801406  -24.368311598
   -1.047197551   -2.533542463   71.840537270  -31.331157445  -22.727969270
   -0.936966230   -2.533542463   68.263057770  -33.111182650  -20.467007436
   -0.826734909   -2.533542463   64.571460816  -33.372282069  -17.756810836
   -0.716503588   -2.533542463   60.965864413  -31.882104347  -14.590506750
   -0.606272266   -2.533542463   57.629371600  -28.535971885  -11.100729222
   -0.496040945   -2.533542463   54.772753565  -23.178868750   -7.446817857
   -0.385809624   -2.533542463   52.619916728  -15.986942582   -3.759191583
   -0.275578303   -2.533542463   51.342406841   -7.166537379   -0.203050084
   -0.165346982   -2.533542463   51.100823388    2.908203702    3.123369942
   -0.055115661   -2.533542463   51.997323756   13.668489903    6.142571728
    0.055115661   -2.533542463   54.060697551   24.393586350    8.772400387
    0.165346982   -2.533542463   57.270062997   34.175007159   10.921832255
    0.275578303   -2.533542463   61.473494267   42.176389822   12.601737300
    0.385809624   -2.533542463   66.419329029   47.331844697   13.816862706
    0.496040945   -2.533542463   71.741264035   49.012606642   14.607318550
    0.606272266   -2.533542463   77.032825515   46.607749424   14.946546109
    0.716503588   -2.533542463   81.817665534   39.995767034   14.877240248
    0.826734909   -2.533542463   85.666247076   29.563129199   14.456556531
    0.936966230   -2.533542463   88.193486239   16.147137246   13.708496771
    1.047197551   -2.533542463   89.142376286    1.053174693   12.698214638
    1.157428872   -2.533542463   88.393766126  -14.302549656   11.470162725
    1.267660194   -2.533542463   86.032003546  -28.249036616   10.077118733
    1.377891515   -2.533542463   82.261690455  -39.479168365    8.575640371
    1.488122836   -2.533542463   77.469293686  -46.889275893    6.984694989
    1.598354157   -2.533542463   72.092922663  -49.962440858    5.331948485
    1.708585478   -2.533542463   66.632655279  -48.478160544    3.625734535
    1.818816799   -2.533542463   61.561458609  -42.826194244    1.854963054
    1.929048121   -2.533542463   57.305863014  -33.684882623    0.018561012
    2.039279442   -2.533542463   54.226030024  -21.925607934   -1.923041017
    2.149510763   -2.533542463   52.548149336   -8.690635684   -3.996860315
    2.259742084   -2.533542463   52.364852475    5.007336055   -6.210058894
    2.369973405   -2.533542463   53.662175052   18.078490103   -8.468579369
    2.480204727   -2.533542463   56.324508833   29.649205773  -10.759533894
